instruction,count,true_0,pred_0,true_1,pred_1,accuracy,precision,recall,f1_score,epoch 
113,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
114,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
115,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
116,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,19
117,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,19
118,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
119,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
120,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
121,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,19
122,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,19
123,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
124,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
125,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,19
126,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
127,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
128,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
129,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
130,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
131,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
132,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
193,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,19
199,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
206,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
209,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
212,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
215,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
224,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
226,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
227,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
228,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
231,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
239,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
241,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
244,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
248,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
250,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
255,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,19
258,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
260,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
278,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
282,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,19
284,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
285,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
287,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
291,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
292,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,19
294,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
295,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
296,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
297,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
298,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
299,20.0,20.0,20.0,0.0,0.0,1.0,,,,19
300,20.0,20.0,18.0,0.0,2.0,0.9,0.0,,,19
model,20.0,19.36,19.28,0.64,0.72,0.99,0.21,0.21,0.21,19
0,20.0,11.0,11.0,9.0,9.0,1.0,1.0,1.0,1.0,20
1,20.0,10.0,11.0,10.0,9.0,0.95,1.0,0.9,0.95,20
2,20.0,17.0,17.0,3.0,3.0,1.0,1.0,1.0,1.0,20
3,20.0,9.0,9.0,11.0,11.0,1.0,1.0,1.0,1.0,20
4,20.0,16.0,15.0,4.0,5.0,0.95,0.8,1.0,0.89,20
5,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,20
6,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
7,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,20
8,20.0,17.0,17.0,3.0,3.0,1.0,1.0,1.0,1.0,20
9,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,20
10,20.0,10.0,11.0,10.0,9.0,0.95,1.0,0.9,0.95,20
11,20.0,16.0,16.0,4.0,4.0,1.0,1.0,1.0,1.0,20
12,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
13,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
14,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,20
15,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
16,20.0,19.0,20.0,1.0,0.0,0.95,,0.0,,20
17,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
18,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
19,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,20
20,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
21,20.0,17.0,17.0,3.0,3.0,1.0,1.0,1.0,1.0,20
22,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,20
23,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
24,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
25,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
26,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,20
27,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,20
28,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
29,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,20
30,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
31,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
32,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
33,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,20
34,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,20
35,20.0,19.0,20.0,1.0,0.0,0.95,,0.0,,20
36,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
37,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
38,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
39,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
40,20.0,20.0,18.0,0.0,2.0,0.9,0.0,,,20
41,20.0,20.0,18.0,0.0,2.0,0.9,0.0,,,20
42,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,20
43,20.0,18.0,16.0,2.0,4.0,0.9,0.5,1.0,0.67,20
44,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
45,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
46,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
47,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
48,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
49,20.0,18.0,19.0,2.0,1.0,0.95,1.0,0.5,0.67,20
50,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
51,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
52,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
53,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
54,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
55,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
56,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
57,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
58,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
59,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,20
60,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
61,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
62,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
63,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,20
64,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
65,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
66,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
67,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
68,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
69,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,20
70,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,20
71,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
72,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
73,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
74,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
75,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
76,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
77,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
78,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,20
79,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
80,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
81,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,20
82,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
83,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
84,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,20
85,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,20
86,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,20
87,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
88,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
89,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
90,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
91,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
92,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
93,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
94,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
95,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
96,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
97,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
98,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
99,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
100,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
101,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
102,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
103,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
104,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
105,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
106,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,20
107,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
108,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
109,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
110,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
111,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
112,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
113,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
114,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
115,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
116,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
117,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
118,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
119,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
120,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
121,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
122,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
123,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
124,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
125,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
126,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
127,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
128,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
129,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
130,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,20
131,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
132,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
193,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
195,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
199,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
206,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
207,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
209,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
212,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
215,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
224,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
226,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,20
227,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
228,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
231,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
239,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
241,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
244,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
248,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
250,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
255,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
258,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
260,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
263,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
278,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
282,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
283,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
284,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
285,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
287,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
291,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
292,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
294,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
295,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
296,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
297,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
298,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
299,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
300,20.0,20.0,20.0,0.0,0.0,1.0,,,,20
301,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,20
model,20.0,19.48,19.44,0.52,0.56,1.0,0.18,0.18,0.18,20
0,20.0,13.0,13.0,7.0,7.0,1.0,1.0,1.0,1.0,21
1,20.0,12.0,12.0,8.0,8.0,1.0,1.0,1.0,1.0,21
2,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,21
3,20.0,8.0,8.0,12.0,12.0,1.0,1.0,1.0,1.0,21
4,20.0,19.0,18.0,1.0,2.0,0.95,0.5,1.0,0.67,21
5,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
6,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
7,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,21
8,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
9,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
10,20.0,8.0,9.0,12.0,11.0,0.95,1.0,0.92,0.96,21
11,20.0,16.0,16.0,4.0,4.0,0.9,0.75,0.75,0.75,21
12,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
13,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
14,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,21
15,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
16,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,21
17,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
18,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
19,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,21
20,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
21,20.0,17.0,17.0,3.0,3.0,1.0,1.0,1.0,1.0,21
22,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,21
23,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
24,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
25,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
26,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,21
27,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,21
28,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
29,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,21
30,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
31,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
32,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
33,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
34,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
35,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,21
36,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
37,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
38,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
39,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
40,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
41,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
42,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
43,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
44,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,21
45,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,21
46,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,21
47,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
48,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
49,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
50,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
51,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
52,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
53,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
54,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
55,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
56,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
57,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
58,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
59,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,21
60,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
61,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
62,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
63,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
64,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
65,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
66,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
67,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,21
68,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
69,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
70,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
71,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
72,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
73,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
74,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
75,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
76,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
77,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
78,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
79,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
80,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
81,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
82,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
83,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
84,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
85,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
86,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
87,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
88,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
89,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
90,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
91,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
92,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
93,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,21
94,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
95,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
96,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
97,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
98,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
99,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
100,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
101,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
102,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
103,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
104,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
105,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
106,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
107,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
108,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
109,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
110,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
111,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
112,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
113,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
114,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
115,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
116,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
117,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
118,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
119,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
120,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
121,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,21
122,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
123,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
124,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
125,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,21
126,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
127,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
128,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
129,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
130,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
131,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
132,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
193,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
195,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
199,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
206,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
207,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
209,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
212,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
215,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
224,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
226,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,21
227,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
228,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
231,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
239,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
240,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
241,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
244,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
248,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
250,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
255,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
256,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
258,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
260,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
263,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
278,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
282,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
283,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
284,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
285,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
287,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
291,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
292,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
294,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
295,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
296,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
297,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
298,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
299,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
300,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,21
301,20.0,20.0,20.0,0.0,0.0,1.0,,,,21
model,20.0,19.59,19.58,0.41,0.42,1.0,0.15,0.15,0.15,21
0,20.0,12.0,12.0,8.0,8.0,1.0,1.0,1.0,1.0,22
1,20.0,10.0,11.0,10.0,9.0,0.95,1.0,0.9,0.95,22
2,20.0,17.0,17.0,3.0,3.0,1.0,1.0,1.0,1.0,22
3,20.0,9.0,9.0,11.0,11.0,1.0,1.0,1.0,1.0,22
4,20.0,17.0,17.0,3.0,3.0,1.0,1.0,1.0,1.0,22
5,20.0,20.0,20.0,0.0,0.0,1.0,,,,22
6,20.0,20.0,20.0,0.0,0.0,1.0,,,,22
7,20.0,15.0,15.0,5.0,5.0,1.0,1.0,1.0,1.0,22
8,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,22
9,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,22
10,20.0,11.0,13.0,9.0,7.0,0.9,1.0,0.78,0.88,22
11,20.0,17.0,16.0,3.0,4.0,0.95,0.75,1.0,0.86,22
12,20.0,16.0,16.0,4.0,4.0,1.0,1.0,1.0,1.0,22
13,20.0,20.0,20.0,0.0,0.0,1.0,,,,22
14,20.0,14.0,14.0,6.0,6.0,1.0,1.0,1.0,1.0,22
15,20.0,20.0,20.0,0.0,0.0,1.0,,,,22
16,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,22
17,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,22
18,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,22
19,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,22
20,20.0,20.0,20.0,0.0,0.0,1.0,,,,22
21,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,22
22,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,22
23,20.0,20.0,20.0,0.0,0.0,1.0,,,,22
24,20.0,20.0,20.0,0.0,0.0,1.0,,,,22
